COUNTY,BLOCKGRP,DEMO,T_POP,V_POP
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,1,1015,670
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,2,1015,670
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,3,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,4,480,220
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,5,25,25
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,6,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,7,515,425
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,8,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,9,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,10,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,11,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,12,0,0
"Block Group 1, Census Tract 73, Mobile County, Alabama",15000US010970073001,13,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,1,1100,820
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,2,1100,820
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,3,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,4,140,110
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,5,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,6,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,7,960,710
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,8,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,9,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,10,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,11,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,12,0,0
"Block Group 2, Census Tract 73, Mobile County, Alabama",15000US010970073002,13,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,1,910,670
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,2,910,670
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,3,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,4,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,5,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,6,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,7,910,670
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,8,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,9,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,10,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,11,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,12,0,0
"Block Group 3, Census Tract 73, Mobile County, Alabama",15000US010970073003,13,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,1,875,615
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,2,875,615
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,3,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,4,65,55
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,5,55,55
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,6,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,7,745,490
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,8,10,10
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,9,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,10,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,11,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,12,0,0
"Block Group 4, Census Tract 73, Mobile County, Alabama",15000US010970073004,13,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,1,470,450
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,2,440,420
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,3,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,4,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,5,360,340
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,6,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,7,80,80
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,8,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,9,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,10,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,11,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,12,0,0
"Block Group 1, Census Tract 74, Mobile County, Alabama",15000US010970074001,13,30,30
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,1,1215,1010
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,2,1215,1010
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,3,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,4,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,5,645,540
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,6,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,7,570,465
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,8,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,9,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,10,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,11,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,12,0,0
"Block Group 2, Census Tract 74, Mobile County, Alabama",15000US010970074002,13,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,1,1645,1175
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,2,1645,1175
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,3,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,4,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,5,565,295
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,6,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,7,1065,860
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,8,15,15
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,9,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,10,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,11,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,12,0,0
"Block Group 3, Census Tract 74, Mobile County, Alabama",15000US010970074003,13,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,1,475,320
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,2,475,320
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,3,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,4,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,5,230,100
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,6,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,7,245,220
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,8,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,9,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,10,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,11,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,12,0,0
"Block Group 4, Census Tract 74, Mobile County, Alabama",15000US010970074004,13,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,1,900,620
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,2,900,620
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,3,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,4,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,5,900,620
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,6,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,7,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,8,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,9,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,10,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,11,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,12,0,0
"Block Group 1, Census Tract 75, Mobile County, Alabama",15000US010970075001,13,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,1,1015,720
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,2,1015,720
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,3,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,4,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,5,995,700
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,6,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,7,20,20
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,8,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,9,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,10,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,11,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,12,0,0
"Block Group 2, Census Tract 75, Mobile County, Alabama",15000US010970075002,13,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,1,940,680
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,2,940,680
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,3,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,4,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,5,940,680
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,6,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,7,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,8,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,9,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,10,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,11,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,12,0,0
"Block Group 1, Census Tract 76, Mobile County, Alabama",15000US010970076001,13,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,1,1525,1095
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,2,1525,1095
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,3,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,4,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,5,1440,1015
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,6,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,7,85,80
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,8,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,9,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,10,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,11,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,12,0,0
"Block Group 2, Census Tract 76, Mobile County, Alabama",15000US010970076002,13,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,1,445,335
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,2,445,335
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,3,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,4,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,5,445,335
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,6,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,7,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,8,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,9,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,10,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,11,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,12,0,0
"Block Group 1, Census Tract 77, Mobile County, Alabama",15000US010970077001,13,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,1,865,585
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,2,865,585
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,3,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,4,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,5,850,570
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,6,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,7,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,8,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,9,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,10,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,11,15,15
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,12,0,0
"Block Group 2, Census Tract 77, Mobile County, Alabama",15000US010970077002,13,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,1,350,300
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,2,350,300
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,3,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,4,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,5,340,290
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,6,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,7,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,8,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,9,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,10,10,10
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,11,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,12,0,0
"Block Group 3, Census Tract 77, Mobile County, Alabama",15000US010970077003,13,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,1,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,2,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,3,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,4,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,5,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,6,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,7,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,8,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,9,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,10,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,11,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,12,0,0
"Block Group 0, Census Tract 9900, Mobile County, Alabama",15000US010979900000,13,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,1,1555,1145
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,2,1555,1145
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,3,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,4,4,4
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,5,1185,795
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,6,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,7,365,345
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,8,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,9,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,10,4,4
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,11,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,12,0,0
"Block Group 1, Census Tract 756, Monroe County, Alabama",15000US010990756001,13,0,0
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,1,890,695
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,2,890,695
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,3,10,10
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,4,4,4
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,5,640,460
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,6,0,0
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,7,205,190
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,8,10,10
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,9,0,0
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,10,0,0
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,11,20,20
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,12,0,0
"Block Group 1, Census Tract 757, Monroe County, Alabama",15000US010990757001,13,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,1,630,505
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,2,630,505
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,3,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,4,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,5,325,225
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,6,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,7,305,280
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,8,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,9,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,10,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,11,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,12,0,0
"Block Group 2, Census Tract 757, Monroe County, Alabama",15000US010990757002,13,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,1,845,610
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,2,845,610
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,3,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,4,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,5,630,395
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,6,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,7,210,210
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,8,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,9,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,10,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,11,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,12,0,0
"Block Group 1, Census Tract 758, Monroe County, Alabama",15000US010990758001,13,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,1,895,715
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,2,895,715
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,3,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,4,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,5,545,415
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,6,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,7,345,300
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,8,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,9,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,10,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,11,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,12,0,0
"Block Group 2, Census Tract 758, Monroe County, Alabama",15000US010990758002,13,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,1,665,525
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,2,665,525
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,3,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,4,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,5,20,20
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,6,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,7,650,505
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,8,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,9,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,10,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,11,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,12,0,0
"Block Group 1, Census Tract 759, Monroe County, Alabama",15000US010990759001,13,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,1,1700,1245
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,2,1700,1245
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,3,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,4,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,5,1135,790
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,6,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,7,560,455
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,8,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,9,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,10,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,11,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,12,0,0
"Block Group 2, Census Tract 759, Monroe County, Alabama",15000US010990759002,13,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,1,720,525
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,2,720,525
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,3,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,4,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,5,440,270
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,6,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,7,280,250
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,8,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,9,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,10,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,11,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,12,0,0
"Block Group 3, Census Tract 759, Monroe County, Alabama",15000US010990759003,13,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,1,1455,1100
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,2,1455,1100
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,3,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,4,30,15
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,5,445,330
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,6,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,7,980,755
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,8,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,9,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,10,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,11,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,12,0,0
"Block Group 4, Census Tract 759, Monroe County, Alabama",15000US010990759004,13,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,1,1415,985
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,2,1415,985
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,3,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,4,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,5,415,275
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,6,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,7,1000,710
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,8,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,9,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,10,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,11,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,12,0,0
"Block Group 5, Census Tract 759, Monroe County, Alabama",15000US010990759005,13,0,0
"Block Group 6, Census Tract 759, Monroe County, Alabama",15000US010990759006,1,485,405
